window	gate_status	branch	execution_bias	execution_score	decision_hint	execution_readiness	prediction_vote_score	hybrid_transition_hazard	duration_remaining_expected_bars	branch_probability	path_ranker_score_used_by_execution_tree	path_ranker_score_visible_to_execution_tree	ranker_score_path_id	ranker_score_runtime_source	ranker_score_raw_path_score	ranker_score_calibrated_path_prob	ranker_score_path_prob_lower_bound	ranker_score_execution_gate_status	path_ranker_runtime_source	path_ranker_model_family	ranker_validation_ready	readiness_gap_to_observe	readiness_gap_to_ready	top_positive_feature	top_positive_contribution	top_negative_feature	top_negative_contribution	pythagorean_overstretch	ising_phase_transition_risk	spectral_entropy	dominant_cycle_energy	cycle_phase_alignment	consumer_reason
166	observe	transition_guardrail	guarded	0.563865	execution_guarded_due_to_low_remaining_regime_duration	0.419800	0.549400	0.682000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.030200	0.230200	cycle_phase_alignment	0.931931	branch_probability	-0.500000	0.117600		0.378000	0.665700	0.931900	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
167	observe	transition_guardrail	guarded	0.550348	execution_guarded_due_to_low_remaining_regime_duration	0.431700	0.542700	0.676000	0.333000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.018300	0.218300	ising_phase_transition_risk	0.422266	branch_probability	-0.500000		0.277700	0.404100	0.567100	-0.240200	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
168	observe	transition_guardrail	guarded	0.562656	execution_guarded_due_to_low_remaining_regime_duration	0.428800	0.548700	0.663000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.021200	0.221200	ising_phase_transition_risk	0.422344	cycle_phase_alignment	-0.521930		0.277700	0.440400	0.449300	-0.521900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
169	observe	transition_guardrail	guarded	0.559035	execution_guarded_due_to_high_transition_hazard	0.412800	0.547000	0.633000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.037200	0.237200	cycle_phase_alignment	0.899010	branch_probability	-0.500000		0.294900	0.508100		0.899000	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
170	observe	transition_guardrail	guarded	0.563203	execution_guarded_due_to_high_transition_hazard	0.423700	0.549100	0.638000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.026300	0.226300	pythagorean_overstretch	0.670588	branch_probability	-0.500000	0.029400	0.291800	0.416900	0.534600		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
171	blocked	block_crowded	passive	0.513664	execution_blocked_regardless_of_prediction	0.322800	0.541900		2.300000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.127200	0.327200	dominant_cycle_energy	0.432892	branch_probability	-0.500000		0.289700	0.405300	0.582900		market_state=RangeConsolidation/WideRange | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
172	observe	transition_guardrail	guarded	0.509908	execution_guarded_due_to_low_remaining_regime_duration	0.347800	0.546700	0.641000	1.300000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.102200	0.302200	ising_phase_transition_risk	0.404674	cycle_phase_alignment	-0.580298	0.296200	0.295300		0.478600	-0.580300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
173	observe	transition_guardrail	guarded	0.569681	execution_guarded_due_to_low_remaining_regime_duration	0.388600	0.552200	0.596000	0.300000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.061400	0.261400	dominant_cycle_energy	0.557684	cycle_phase_alignment	-0.746809		0.281500	0.318300	0.707700	-0.746800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
174	observe	transition_guardrail	guarded	0.586058	execution_guarded_due_to_low_remaining_regime_duration	0.400900	0.553600	0.588000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.049100	0.249100	dominant_cycle_energy	0.620172	branch_probability	-0.500000		0.281500	0.283400	0.770200	-0.385300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
175	observe	transition_guardrail	guarded	0.450349	execution_guarded_due_to_low_remaining_regime_duration	0.333800	0.548600	0.614000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.116200	0.316200	dominant_cycle_energy	0.622998	branch_probability	-0.500000		0.268900	0.275900	0.773000		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
176	observe	transition_guardrail	guarded	0.561125	execution_guarded_due_to_low_remaining_regime_duration	0.443800	0.548200	0.630000	0.368000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.006200	0.206200	cycle_phase_alignment	0.993988	branch_probability	-0.500000		0.300500	0.403900	0.577000	0.994000	market_state=TrendExpansion/BullTrendExhaustion | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
177	blocked	block_crowded	skip	0.568671	execution_blocked_regardless_of_prediction	0.419100	0.551500			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.030900	0.230900	dominant_cycle_energy	0.590472	branch_probability	-0.500000	0.208000	0.262100	0.250800	0.740500		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
178	blocked	block_crowded	skip	0.555235	execution_blocked_regardless_of_prediction	0.286300	0.544800			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.163700	0.363700	cycle_phase_alignment	0.953509	branch_probability	-0.500000		0.255700	0.472200		0.953500	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
179	observe	transition_guardrail	guarded	0.551716	execution_guarded_due_to_high_transition_hazard	0.345100	0.543100	0.629000	2.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.104900	0.304900	dominant_cycle_energy	0.576695	branch_probability	-0.500000		0.281500	0.274000	0.726700		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
180	observe	transition_guardrail	guarded	0.560001	execution_guarded_due_to_low_remaining_regime_duration	0.447300	0.547500	0.675000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.002700	0.202700	ising_phase_transition_risk	0.421393	cycle_phase_alignment	-0.919940		0.278600	0.384700	0.534900	-0.919900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
181	blocked	block_crowded	skip	0.567347	execution_blocked_regardless_of_prediction	0.348000	0.551100			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.102000	0.302000	ising_phase_transition_risk	0.415327	branch_probability	-0.500000		0.284700	0.538200	0.343900		market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
182	observe	transition_guardrail	guarded	0.562690	execution_guarded_due_to_low_remaining_regime_duration	0.422200	0.548800	0.675000	0.350000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.027800	0.227800	ising_phase_transition_risk	0.401107	branch_probability	-0.500000		0.298900	0.446100	0.520600	0.283500	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
183	observe	transition_guardrail	guarded	0.577086	execution_guarded_due_to_low_remaining_regime_duration	0.460800	0.549000	0.641000	0.000000	0.500000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.189200	cycle_phase_alignment	0.504903	pythagorean_overstretch	-0.190756	0.890800	0.300900	0.454400	0.430800	0.504900	market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
184	observe	transition_guardrail	guarded	0.567544	execution_guarded_due_to_low_remaining_regime_duration	0.463800	0.551400	0.675000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.186200	cycle_phase_alignment	0.998052	branch_probability	-0.500000	0.382400	0.299200	0.501500		0.998100	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
185	observe	transition_guardrail	guarded	0.630333	execution_guarded_due_to_high_transition_hazard	0.496800	0.558200	0.652000		0.376751	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.153200	cycle_phase_alignment	0.919102				0.294800	0.570900		0.919100	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
186	observe	transition_guardrail	guarded	0.562799	execution_guarded_due_to_high_transition_hazard	0.381100	0.549000	0.609000		0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.068900	0.268900	ising_phase_transition_risk	0.409694	cycle_phase_alignment	-0.694339	1.000000	0.290300			-0.694300	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
187	blocked	block_crowded	passive	0.564834	execution_blocked_regardless_of_prediction	0.350000	0.549700		2.050000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.100000	0.300000	dominant_cycle_energy	0.584669	cycle_phase_alignment	-0.743295		0.255700	0.311900	0.734700	-0.743300	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/passive | ranker=unknown/unknown/not_ready
188	observe	transition_guardrail	guarded	0.555515	execution_guarded_due_to_low_remaining_regime_duration	0.362200	0.545200	0.599000	1.050000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.087800	0.287800	dominant_cycle_energy	0.662509	branch_probability	-0.500000		0.362900	0.234000	0.812500	-0.430800	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
189	observe	transition_guardrail	guarded	0.554098	execution_guarded_due_to_low_remaining_regime_duration	0.344100	0.544500	0.600000	0.050000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.105900	0.305900	dominant_cycle_energy	0.535920	branch_probability	-0.500000		0.255700	0.306100	0.685900		market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
190	observe	transition_guardrail	guarded	0.560592	execution_guarded_due_to_low_remaining_regime_duration	0.402900	0.540700	0.601000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.047100	0.247100	cycle_phase_alignment	0.929167	branch_probability	-0.500000	0.128200	0.255700	0.424100		0.929200	market_state=RangeConsolidation/Distribution | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
191	observe	transition_guardrail	guarded	0.569846	execution_guarded_due_to_low_remaining_regime_duration	0.455700	0.552400	0.674000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.000000	0.194300	cycle_phase_alignment	0.458097	branch_probability	-0.500000	0.277300	0.296000		0.584300	0.458100	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
192	observe	transition_guardrail	guarded	0.555559	execution_guarded_due_to_low_remaining_regime_duration	0.435800	0.544800	0.639000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.014200	0.214200	pythagorean_overstretch	0.601261	branch_probability	-0.500000	0.098700	0.295600	0.427200	0.547300		market_state=RangeConsolidation/WideRange | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
193	observe	transition_guardrail	guarded	0.552269	execution_guarded_due_to_low_remaining_regime_duration	0.352700	0.543500	0.482000	0.000000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.097300	0.297300	ising_phase_transition_risk	0.413238	cycle_phase_alignment	-0.863373		0.286800	0.442500	0.543600	-0.863400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
194	observe	transition_guardrail	guarded	0.557975	execution_guarded_due_to_low_remaining_regime_duration	0.442200	0.546400	0.671000	0.450000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.007800	0.207800	dominant_cycle_energy	0.420073	branch_probability	-0.500000		0.300600	0.414000	0.570100	0.340400	market_state=TrendExpansion/BullTrendAcceleration | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
195	blocked	block_crowded	skip	0.571394	execution_blocked_regardless_of_prediction	0.413800	0.552700			0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.036200	0.236200	cycle_phase_alignment	0.581863	branch_probability	-0.500000	0.208000	0.270800		0.535800	0.581900	market_state=TrendExpansion/BullTrendAcceleration | execution=blocked/block_crowded/skip | ranker=unknown/unknown/not_ready
196	observe	transition_guardrail	guarded	0.563744	execution_guarded_due_to_low_remaining_regime_duration	0.332100	0.549100	0.659000	0.250000	0.000000	false	false	path:scenario:NQ:belief_regime_node:range:range_mean_reversion:primary						unknown	unknown	false	0.117900	0.317900	cycle_phase_alignment	0.994875	branch_probability	-0.500000		0.255700	0.446900	0.556300	0.994900	market_state=ExtremeStress/VolatilitySpike | execution=observe/transition_guardrail/guarded | ranker=unknown/unknown/not_ready
