pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,source_timerange_label,source_timerange,trade_seq,is_win,parent_regime_root,parent_regime_confidence_floor,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,branch_path_source,recipe_id,trade_or_bar_horizon,allowed_action,suppression_rule
SOL/USDT,2710.18888,2710.18888,23.807,2022-04-08T14:00:00+00:00,2022-04-08T15:00:00+00:00,113.84,117.2,0.001,0.001,60,0.027458135680201737,74.49115072,exit_signal,1.14,-0.99,1.14,-0.99,113.75,118.57,False,,1.0,False,1649426400000,1649430000000,"[{'amount': 23.807, 'safe_price': 113.84, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649426400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2712.8990688799995}, {'amount': 23.807, 'safe_price': 117.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649430000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2792.9705803999996}]",0.0,4,full_5y,20210101-20251231,79,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
SOL/USDT,3085.56432,3085.56432,28.071,2022-04-09T00:00:00+00:00,2022-04-10T04:00:00+00:00,109.92,113.38,0.001,0.001,1680,0.02941654415453542,90.8574057,exit_signal,1.1,-0.99,1.1,-0.99,108.28,113.97,False,,1.0,False,1649462400000,1649563200000,"[{'amount': 28.071, 'safe_price': 109.92, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649462400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3088.64988432}, {'amount': 28.071, 'safe_price': 113.38, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649563200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3185.87266998}]",0.0,6,full_5y,20210101-20251231,80,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2895.75,2895.75,35.75,2022-04-11T00:00:00+00:00,2022-04-12T13:00:00+00:00,81.0,79.29,0.001,0.001,2220,-0.023066933066933065,-66.8628675,exit_signal,0.82,-0.99,0.82,-0.99,72.73,81.54,False,,1.0,False,1649635200000,1649768400000,"[{'amount': 35.75, 'safe_price': 81.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649635200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2898.6457499999997}, {'amount': 35.75, 'safe_price': 79.29, 'ft_order_side': 'sell', 'order_filled_timestamp': 1649768400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2837.4521175}]",0.0,1,full_5y,20210101-20251231,81,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3398.4398,3398.4398,44.17,2022-04-14T16:00:00+00:00,2022-04-16T13:00:00+00:00,76.94,77.59,0.001,0.001,2700,0.006433260007473681,21.8849099,exit_signal,0.77,-0.99,0.77,-0.99,74.75,78.53,False,,1.0,False,1649952000000,1650114000000,"[{'amount': 44.17, 'safe_price': 76.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1649952000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3401.8382398}, {'amount': 44.17, 'safe_price': 77.59, 'ft_order_side': 'sell', 'order_filled_timestamp': 1650114000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3430.5774503}]",0.0,5,full_5y,20210101-20251231,82,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,3501.2328,3501.2328,45.96,2022-04-21T20:00:00+00:00,2022-04-25T20:00:00+00:00,76.18,71.83,0.001,0.001,5760,-0.05898551435437757,-206.7285396,exit_signal,0.77,-0.99,0.77,-0.99,67.36,77.22,False,,1.0,False,1650571200000,1650916800000,"[{'amount': 45.96, 'safe_price': 76.18, 'ft_order_side': 'buy', 'order_filled_timestamp': 1650571200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3504.7340328}, {'amount': 45.96, 'safe_price': 71.83, 'ft_order_side': 'sell', 'order_filled_timestamp': 1650916800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3304.6081067999994}]",0.0,0,full_5y,20210101-20251231,83,False,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
BNB/USDT,4106.7312,4106.7312,15.054,2022-11-12T06:00:00+00:00,2022-11-14T08:00:00+00:00,272.8,281.2,0.001,0.001,3000,0.028732264802646037,118.113684,exit_signal,2.8,-0.99,2.8,-0.99,268.0,294.5,False,,1.0,False,1668232800000,1668412800000,"[{'amount': 15.054, 'safe_price': 272.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1668232800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 4110.8379312}, {'amount': 15.054, 'safe_price': 281.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1668412800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 4237.417984799999}]",0.0,0,full_5y,20210101-20251231,84,True,Bear,0.963920242,absent_not_evaluated_by_direct_source,BearMarketCapitulation,ReboundAttempt,counter_trend_drawdown_rebound,CrashRebound,Bear -> BearMarketCapitulation -> ReboundAttempt -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,size_limited_or_observe,size_limit_until_branch_specific_edge_passes
AVAX/USDT,2634.987,2634.987,144.7,2023-02-09T22:00:00+00:00,2023-02-11T22:00:00+00:00,18.21,18.01,0.001,0.001,2880,-0.012959034375838329,-34.181034,exit_signal,0.19,-0.99,0.19,-0.99,17.44,18.29,False,,1.0,False,1675980000000,1676152800000,"[{'amount': 144.7, 'safe_price': 18.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1675980000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2637.621987}, {'amount': 144.7, 'safe_price': 18.01, 'ft_order_side': 'sell', 'order_filled_timestamp': 1676152800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2608.653047}]",0.0,5,full_5y,20210101-20251231,85,False,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2802.3842,2802.3842,165.43,2023-04-21T20:00:00+00:00,2023-04-23T13:00:00+00:00,16.94,17.19,0.001,0.001,2460,0.012730480853267157,35.7113741,exit_signal,0.17,-0.99,0.17,-0.99,16.72,17.36,False,,1.0,False,1682107200000,1682254800000,"[{'amount': 165.43, 'safe_price': 16.94, 'ft_order_side': 'buy', 'order_filled_timestamp': 1682107200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2805.1865842}, {'amount': 165.43, 'safe_price': 17.19, 'ft_order_side': 'sell', 'order_filled_timestamp': 1682254800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2846.5854417}]",0.0,6,full_5y,20210101-20251231,86,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2666.86266,2666.86266,104.093,2023-07-18T09:00:00+00:00,2023-07-19T04:00:00+00:00,25.62,26.4,0.001,0.001,1140,0.028386133772550635,75.77762214,exit_signal,0.26,-0.99,0.26,-0.99,24.76,26.59,False,,1.0,False,1689670800000,1689739200000,"[{'amount': 104.093, 'safe_price': 25.62, 'ft_order_side': 'buy', 'order_filled_timestamp': 1689670800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2669.52952266}, {'amount': 104.093, 'safe_price': 26.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1689739200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2750.8032551999995}]",0.0,2,full_5y,20210101-20251231,87,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2649.17849,2649.17849,103.121,2023-07-20T16:00:00+00:00,2023-07-22T04:00:00+00:00,25.69,25.84,0.001,0.001,2160,0.003829179773126834,10.15432487,exit_signal,0.26,-0.99,0.26,-0.99,25.03,26.0,False,,1.0,False,1689868800000,1689998400000,"[{'amount': 103.121, 'safe_price': 25.69, 'ft_order_side': 'buy', 'order_filled_timestamp': 1689868800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2651.8276684899993}, {'amount': 103.121, 'safe_price': 25.84, 'ft_order_side': 'sell', 'order_filled_timestamp': 1689998400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2667.3112866399997}]",0.0,5,full_5y,20210101-20251231,88,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3132.87136,3132.87136,127.768,2023-07-23T00:00:00+00:00,2023-07-26T03:00:00+00:00,24.52,23.53,0.001,0.001,4500,-0.04229253617508103,-132.6295724,exit_signal,0.25,-0.99,0.25,-0.99,22.73,25.26,False,,1.0,False,1690070400000,1690340400000,"[{'amount': 127.768, 'safe_price': 24.52, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690070400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3136.0042313599997}, {'amount': 127.768, 'safe_price': 23.53, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690340400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3009.38742104}]",0.0,2,full_5y,20210101-20251231,89,False,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3215.89656,3215.89656,132.669,2023-07-30T20:00:00+00:00,2023-08-02T00:00:00+00:00,24.24,24.06,0.001,0.001,3120,-0.00940890792375941,-30.2883327,exit_signal,0.25,-0.99,0.25,-0.99,22.84,24.79,False,,1.0,False,1690747200000,1690934400000,"[{'amount': 132.669, 'safe_price': 24.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690747200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3219.11245656}, {'amount': 132.669, 'safe_price': 24.06, 'ft_order_side': 'sell', 'order_filled_timestamp': 1690934400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3195.20815614}]",0.0,2,full_5y,20210101-20251231,90,False,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3708.704,3708.704,161.248,2023-08-02T17:00:00+00:00,2023-08-04T13:00:00+00:00,23.0,23.14,0.001,0.001,2640,0.004076792772444947,15.13473728,exit_signal,0.24,-0.99,0.24,-0.99,22.44,23.57,False,,1.0,False,1690995600000,1691154000000,"[{'amount': 161.248, 'safe_price': 23.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1690995600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3712.4127039999994}, {'amount': 161.248, 'safe_price': 23.14, 'ft_order_side': 'sell', 'order_filled_timestamp': 1691154000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3735.009998719999}]",0.0,4,full_5y,20210101-20251231,91,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,3867.68176,3867.68176,170.834,2023-08-07T17:00:00+00:00,2023-08-07T21:00:00+00:00,22.64,23.02,0.001,0.001,240,0.014752914929593377,57.11663956,exit_signal,0.23,-0.99,0.23,-0.99,22.61,23.12,False,,1.0,False,1691427600000,1691442000000,"[{'amount': 170.834, 'safe_price': 22.64, 'ft_order_side': 'buy', 'order_filled_timestamp': 1691427600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 3871.54944176}, {'amount': 170.834, 'safe_price': 23.02, 'ft_order_side': 'sell', 'order_filled_timestamp': 1691442000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3936.5312786799996}]",0.0,0,full_5y,20210101-20251231,92,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2936.49366,2936.49366,138.058,2023-08-17T22:00:00+00:00,2023-08-19T16:00:00+00:00,21.27,21.98,0.001,0.001,2520,0.03131565190803555,92.0501715,exit_signal,0.22,-0.99,0.22,-0.99,20.9,22.2,False,,1.0,False,1692309600000,1692460800000,"[{'amount': 138.058, 'safe_price': 21.27, 'ft_order_side': 'buy', 'order_filled_timestamp': 1692309600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2939.430153659999}, {'amount': 138.058, 'safe_price': 21.98, 'ft_order_side': 'sell', 'order_filled_timestamp': 1692460800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3037.5493548399995}]",0.0,5,full_5y,20210101-20251231,93,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2798.94358,2798.94358,52.054,2023-11-21T18:00:00+00:00,2023-11-22T19:00:00+00:00,53.77,56.39,0.001,0.001,1500,0.046630698667150215,130.64721136,exit_signal,0.54,-0.99,0.54,-0.99,51.23,57.67,False,,1.0,False,1700589600000,1700679600000,"[{'amount': 52.054, 'safe_price': 53.77, 'ft_order_side': 'buy', 'order_filled_timestamp': 1700589600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2801.7425235799997}, {'amount': 52.054, 'safe_price': 56.39, 'ft_order_side': 'sell', 'order_filled_timestamp': 1700679600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2938.26038506}]",0.0,2,full_5y,20210101-20251231,94,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2946.8164,2946.8164,153.56,2023-11-21T23:00:00+00:00,2023-11-22T19:00:00+00:00,19.19,20.87,0.001,0.001,1200,0.08537267838987485,251.8291864,exit_signal,0.2,-0.99,0.2,-0.99,18.94,21.25,False,,1.0,False,1700607600000,1700679600000,"[{'amount': 153.56, 'safe_price': 19.19, 'ft_order_side': 'buy', 'order_filled_timestamp': 1700607600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2949.7632163999997}, {'amount': 153.56, 'safe_price': 20.87, 'ft_order_side': 'sell', 'order_filled_timestamp': 1700679600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 3208.0019971999996}]",0.0,2,full_5y,20210101-20251231,95,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2791.2729,2791.2729,51.49,2023-11-27T15:00:00+00:00,2023-11-28T12:00:00+00:00,54.21,56.19,0.001,0.001,1260,0.03445364817805327,96.265704,exit_signal,0.55,-0.99,0.55,-0.99,53.47,56.35,False,,1.0,False,1701097200000,1701172800000,"[{'amount': 51.49, 'safe_price': 54.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1701097200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2794.0641728999994}, {'amount': 51.49, 'safe_price': 56.19, 'ft_order_side': 'sell', 'order_filled_timestamp': 1701172800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2896.1163231}]",0.0,1,full_5y,20210101-20251231,96,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
AVAX/USDT,2794.0328,2794.0328,142.48,2023-11-28T06:00:00+00:00,2023-11-28T17:00:00+00:00,19.61,20.65,0.001,0.001,660,0.050930201873598105,142.4429552,exit_signal,0.2,-0.99,0.2,-0.99,19.47,20.86,False,,1.0,False,1701151200000,1701190800000,"[{'amount': 142.48, 'safe_price': 19.61, 'ft_order_side': 'buy', 'order_filled_timestamp': 1701151200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2796.826832799999}, {'amount': 142.48, 'safe_price': 20.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1701190800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2945.154211999999}]",0.0,1,full_5y,20210101-20251231,97,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
SOL/USDT,2775.0636,2775.0636,27.465,2023-12-28T14:00:00+00:00,2023-12-29T06:00:00+00:00,101.04,106.33,0.001,0.001,960,0.05025289437403452,139.59443295,exit_signal,1.02,-0.99,1.02,-0.99,97.14,108.59,False,,1.0,False,1703772000000,1703829600000,"[{'amount': 27.465, 'safe_price': 101.04, 'ft_order_side': 'buy', 'order_filled_timestamp': 1703772000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 2777.8386635999996}, {'amount': 27.465, 'safe_price': 106.33, 'ft_order_side': 'sell', 'order_filled_timestamp': 1703829600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 2923.27380345}]",0.0,4,full_5y,20210101-20251231,98,True,Sideways,0.9529358324,absent_not_evaluated_by_direct_source,RangeConsolidation,MeanReversionSetup,counter_trend_drawdown_rebound,CrashRebound,Sideways -> RangeConsolidation -> MeanReversionSetup -> CrashRebound,regime_profit_branch_path/v1,auto_quant_v0.4.1_calendar_regime_proxy_not_board_a_source_label,CrashRebound,1h_entry_exit_trade,trade_allowed_after_root_gate,none
